attempt_id,user_id,session_id,attempted_at_utc,exercise_id,concept,mode,answer_type,difficulty,data_source,is_correct,response_time_ms,attempt_number
00000000-0000-0000-0000-000000000003-111,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:32:23.610843+00:00,ifvg-002,IFVG,recognition,zone,1,constructed,1,9473,1
00000000-0000-0000-0000-000000000003-112,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:33:02.155444+00:00,liq-003,Liquidity,recognition,level,2,constructed,1,33544,1
00000000-0000-0000-0000-000000000003-113,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:33:22.065156+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,0,14909,1
00000000-0000-0000-0000-000000000003-114,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:33:41.859687+00:00,real-fvg-007,FVG,recognition,zone,1,real,0,14794,1
00000000-0000-0000-0000-000000000003-115,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:33:52.894321+00:00,real-fvg-003,FVG,recognition,zone,3,real,1,6034,1
00000000-0000-0000-0000-000000000003-116,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:34:10.131899+00:00,real-mss-005,MSS,recognition,level,2,real,0,12237,1
00000000-0000-0000-0000-000000000003-117,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:34:36.239161+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,21107,1
00000000-0000-0000-0000-000000000003-118,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:35:05.229153+00:00,real-liq-010,Liquidity,recognition,level,1,real,1,23989,1
00000000-0000-0000-0000-000000000003-119,00000000-0000-0000-0000-000000000003,s-3-12,2026-09-12T18:35:17.504290+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,7275,1
00000000-0000-0000-0000-000000000003-120,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:43:57.816092+00:00,pd-005,PremiumDiscount,recognition,choice,3,constructed,1,9184,1
00000000-0000-0000-0000-000000000003-121,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:44:13.041630+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,10225,1
00000000-0000-0000-0000-000000000003-122,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:45:11.223968+00:00,fvg-resp-001,FVG,recognition,choice,1,constructed,1,53182,1
00000000-0000-0000-0000-000000000003-123,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:45:29.528913+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,13304,1
00000000-0000-0000-0000-000000000003-124,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:45:43.421864+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,8892,1
00000000-0000-0000-0000-000000000003-125,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:45:56.537755+00:00,ob-005,OrderBlock,recognition,zone,3,constructed,1,8115,1
00000000-0000-0000-0000-000000000003-126,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:46:18.069506+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,0,16531,1
00000000-0000-0000-0000-000000000003-127,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:46:25.894399+00:00,real-mss-003,MSS,recognition,level,3,real,1,2824,1
00000000-0000-0000-0000-000000000003-128,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:46:42.199150+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,11304,1
00000000-0000-0000-0000-000000000003-129,00000000-0000-0000-0000-000000000003,s-3-13,2026-09-14T01:47:22.126761+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,34927,1
00000000-0000-0000-0000-000000000003-130,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:11:49.723749+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,20019,1
00000000-0000-0000-0000-000000000003-131,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:11:59.929423+00:00,liq-003,Liquidity,recognition,level,2,constructed,1,5205,1
00000000-0000-0000-0000-000000000003-132,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:12:15.171361+00:00,real-fvg-005,FVG,recognition,zone,2,real,1,10241,1
00000000-0000-0000-0000-000000000003-133,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:12:42.819240+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,22647,1
00000000-0000-0000-0000-000000000003-134,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:13:02.331902+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,14512,1
00000000-0000-0000-0000-000000000003-135,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:13:18.317252+00:00,mss-004,MSS,recognition,level,2,constructed,1,10985,1
00000000-0000-0000-0000-000000000003-136,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:13:35.461374+00:00,real-fvg-003,FVG,recognition,zone,3,real,1,12144,1
00000000-0000-0000-0000-000000000003-137,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:13:56.435945+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,15974,1
00000000-0000-0000-0000-000000000003-138,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:14:17.840629+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,16404,1
00000000-0000-0000-0000-000000000003-139,00000000-0000-0000-0000-000000000003,s-3-14,2026-09-15T17:14:27.528279+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,4687,1
00000000-0000-0000-0000-000000000003-140,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:50:33.216088+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,10664,1
00000000-0000-0000-0000-000000000003-141,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:51:07.774287+00:00,real-mss-010,MSS,recognition,level,3,real,1,29558,1
00000000-0000-0000-0000-000000000003-142,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:51:41.199606+00:00,real-liq-006,Liquidity,recognition,level,3,real,1,28425,1
00000000-0000-0000-0000-000000000003-143,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:51:59.197362+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,0,12997,1
00000000-0000-0000-0000-000000000003-144,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:52:23.398120+00:00,mss-001,MSS,recognition,level,1,constructed,1,19200,1
00000000-0000-0000-0000-000000000003-145,00000000-0000-0000-0000-000000000003,s-3-15,2026-09-17T00:52:37.504766+00:00,pd-005,PremiumDiscount,recognition,choice,3,constructed,0,9106,1
00000000-0000-0000-0000-000000000004-0,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:28:57.571377+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,0,8235,1
00000000-0000-0000-0000-000000000004-1,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:29:16.034144+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,13462,1
00000000-0000-0000-0000-000000000004-2,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:29:29.309748+00:00,mss-003,MSS,recognition,level,3,constructed,0,8275,1
00000000-0000-0000-0000-000000000004-3,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:29:41.700362+00:00,liq-004,Liquidity,recognition,level,2,constructed,0,7390,1
00000000-0000-0000-0000-000000000004-4,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:30:01.613749+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,14913,1
00000000-0000-0000-0000-000000000004-5,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:30:21.008785+00:00,real-fvg-010,FVG,recognition,zone,1,real,1,14395,1
00000000-0000-0000-0000-000000000004-6,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:30:43.236710+00:00,mss-003,MSS,recognition,level,3,constructed,1,17227,1
00000000-0000-0000-0000-000000000004-7,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:30:57.640385+00:00,real-mss-010,MSS,recognition,level,3,real,1,9403,1
00000000-0000-0000-0000-000000000004-8,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:31:18.878865+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,16238,1
00000000-0000-0000-0000-000000000004-9,00000000-0000-0000-0000-000000000004,s-4-1,2026-09-02T05:31:46.416137+00:00,real-mss-002,MSS,recognition,level,2,real,1,22537,1
00000000-0000-0000-0000-000000000004-10,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:27:23.568460+00:00,real-mss-003,MSS,recognition,level,3,real,1,14902,1
00000000-0000-0000-0000-000000000004-11,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:28:04.324723+00:00,real-liq-006,Liquidity,recognition,level,3,real,0,35756,1
00000000-0000-0000-0000-000000000004-12,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:28:19.048258+00:00,real-mss-004,MSS,recognition,level,1,real,1,9723,1
00000000-0000-0000-0000-000000000004-13,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:28:42.553054+00:00,real-mss-003,MSS,recognition,level,3,real,1,18504,1
00000000-0000-0000-0000-000000000004-14,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:28:57.696702+00:00,real-mss-009,MSS,recognition,level,2,real,1,10143,1
00000000-0000-0000-0000-000000000004-15,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:29:41.641922+00:00,real-mss-004,MSS,recognition,level,1,real,1,38945,1
00000000-0000-0000-0000-000000000004-16,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:29:54.933652+00:00,real-mss-002,MSS,recognition,level,2,real,0,8291,1
00000000-0000-0000-0000-000000000004-17,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:30:27.471689+00:00,real-mss-003,MSS,recognition,level,3,real,1,27538,1
00000000-0000-0000-0000-000000000004-18,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:30:44.201840+00:00,liq-003,Liquidity,recognition,level,2,constructed,1,11730,1
00000000-0000-0000-0000-000000000004-19,00000000-0000-0000-0000-000000000004,s-4-2,2026-09-03T19:30:54.501373+00:00,real-liq-009,Liquidity,recognition,level,3,real,0,5299,1
00000000-0000-0000-0000-000000000004-20,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:26:08.544710+00:00,mss-004,MSS,recognition,level,2,constructed,0,17680,1
00000000-0000-0000-0000-000000000004-21,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:26:26.257789+00:00,real-fvg-006,FVG,recognition,zone,3,real,0,12713,1
00000000-0000-0000-0000-000000000004-22,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:26:46.032842+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,14775,1
00000000-0000-0000-0000-000000000004-23,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:27:06.940444+00:00,real-fvg-005,FVG,recognition,zone,2,real,0,15907,1
00000000-0000-0000-0000-000000000004-24,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:27:26.507238+00:00,liq-003,Liquidity,recognition,level,2,constructed,1,14566,1
00000000-0000-0000-0000-000000000004-25,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:27:54.052066+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,22544,1
00000000-0000-0000-0000-000000000004-26,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:28:46.842511+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,0,47790,1
00000000-0000-0000-0000-000000000004-27,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:29:13.222468+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,1,21379,1
00000000-0000-0000-0000-000000000004-28,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:29:34.347667+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,16125,1
00000000-0000-0000-0000-000000000004-29,00000000-0000-0000-0000-000000000004,s-4-3,2026-09-04T10:29:57.662221+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,1,18314,1
00000000-0000-0000-0000-000000000004-30,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T15:58:20.028315+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,20369,1
00000000-0000-0000-0000-000000000004-31,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T15:58:54.510915+00:00,real-mss-005,MSS,recognition,level,2,real,0,29482,1
00000000-0000-0000-0000-000000000004-32,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T15:59:09.137741+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,1,9626,1
00000000-0000-0000-0000-000000000004-33,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T15:59:23.620789+00:00,real-mss-004,MSS,recognition,level,1,real,0,9483,1
00000000-0000-0000-0000-000000000004-34,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T15:59:47.700780+00:00,real-liq-008,Liquidity,recognition,level,2,real,1,19079,1
00000000-0000-0000-0000-000000000004-35,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T16:00:07.201301+00:00,real-fvg-009,FVG,recognition,zone,3,real,0,14500,1
00000000-0000-0000-0000-000000000004-36,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T16:00:21.110118+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,8908,1
00000000-0000-0000-0000-000000000004-37,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T16:00:46.541446+00:00,real-fvg-007,FVG,recognition,zone,1,real,0,20431,1
00000000-0000-0000-0000-000000000004-38,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T16:01:05.718668+00:00,real-liq-007,Liquidity,recognition,level,1,real,1,14177,1
00000000-0000-0000-0000-000000000004-39,00000000-0000-0000-0000-000000000004,s-4-4,2026-09-05T16:01:21.658891+00:00,fvg-resp-004,FVG,recognition,choice,2,constructed,1,10940,1
00000000-0000-0000-0000-000000000004-40,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:28:26.165177+00:00,real-mss-003,MSS,recognition,level,3,real,0,18056,1
00000000-0000-0000-0000-000000000004-41,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:28:50.733256+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,0,19568,1
00000000-0000-0000-0000-000000000004-42,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:29:08.359547+00:00,real-liq-003,Liquidity,recognition,level,3,real,1,12626,1
00000000-0000-0000-0000-000000000004-43,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:29:28.886267+00:00,ifvg-resp-001,IFVG,recognition,choice,2,constructed,1,15526,1
00000000-0000-0000-0000-000000000004-44,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:29:41.941640+00:00,real-mss-006,MSS,recognition,level,3,real,0,8055,1
00000000-0000-0000-0000-000000000004-45,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:29:56.660575+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,9718,1
00000000-0000-0000-0000-000000000004-46,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:30:23.116267+00:00,real-fvg-008,FVG,recognition,zone,2,real,1,21455,1
00000000-0000-0000-0000-000000000004-47,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:30:34.985311+00:00,fvg-002,FVG,recognition,zone,1,constructed,1,6869,1
00000000-0000-0000-0000-000000000004-48,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:30:53.390846+00:00,real-mss-007,MSS,recognition,level,1,real,1,13405,1
00000000-0000-0000-0000-000000000004-49,00000000-0000-0000-0000-000000000004,s-4-5,2026-09-06T03:31:07.205646+00:00,real-mss-008,MSS,recognition,level,1,real,1,8814,1
00000000-0000-0000-0000-000000000004-50,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T20:58:25.602435+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,8874,1
00000000-0000-0000-0000-000000000004-51,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T20:58:42.193027+00:00,real-mss-006,MSS,recognition,level,3,real,1,11590,1
00000000-0000-0000-0000-000000000004-52,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T20:59:04.887975+00:00,real-liq-008,Liquidity,recognition,level,2,real,1,17694,1
00000000-0000-0000-0000-000000000004-53,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T20:59:31.682670+00:00,real-fvg-008,FVG,recognition,zone,2,real,1,21794,1
00000000-0000-0000-0000-000000000004-54,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T20:59:52.648653+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,15965,1
00000000-0000-0000-0000-000000000004-55,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T21:00:13.190360+00:00,ifvg-resp-001,IFVG,recognition,choice,2,constructed,1,15541,1
00000000-0000-0000-0000-000000000004-56,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T21:00:40.460507+00:00,ifvg-002,IFVG,recognition,zone,1,constructed,1,22270,1
00000000-0000-0000-0000-000000000004-57,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T21:01:07.009899+00:00,real-fvg-005,FVG,recognition,zone,2,real,0,21549,1
00000000-0000-0000-0000-000000000004-58,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T21:01:23.936579+00:00,real-mss-001,MSS,recognition,level,1,real,1,11926,1
00000000-0000-0000-0000-000000000004-59,00000000-0000-0000-0000-000000000004,s-4-6,2026-09-06T21:01:49.140222+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,20203,1
00000000-0000-0000-0000-000000000004-60,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:23:08.497665+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,23998,1
00000000-0000-0000-0000-000000000004-61,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:23:25.159406+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,1,11661,1
00000000-0000-0000-0000-000000000004-62,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:23:43.079974+00:00,ifvg-004,IFVG,recognition,zone,2,constructed,0,12920,1
00000000-0000-0000-0000-000000000004-63,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:24:21.386367+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,33306,1
00000000-0000-0000-0000-000000000004-64,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:24:43.591460+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,0,17205,1
00000000-0000-0000-0000-000000000004-65,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:24:54.967536+00:00,mss-003,MSS,recognition,level,3,constructed,0,6376,1
00000000-0000-0000-0000-000000000004-66,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:25:13.983824+00:00,fvg-resp-003,FVG,recognition,choice,2,constructed,1,14016,1
00000000-0000-0000-0000-000000000004-67,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:25:28.777427+00:00,mss-005,MSS,recognition,level,2,constructed,1,9793,1
00000000-0000-0000-0000-000000000004-68,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:25:54.176278+00:00,fvg-resp-004,FVG,recognition,choice,2,constructed,1,20398,1
00000000-0000-0000-0000-000000000004-69,00000000-0000-0000-0000-000000000004,s-4-7,2026-09-07T13:26:25.701777+00:00,real-mss-001,MSS,recognition,level,1,real,1,26525,1
00000000-0000-0000-0000-000000000004-70,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:14:31.355515+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,13734,1
00000000-0000-0000-0000-000000000004-71,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:14:44.101166+00:00,real-fvg-010,FVG,recognition,zone,1,real,0,7745,1
00000000-0000-0000-0000-000000000004-72,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:15:02.696065+00:00,real-liq-001,Liquidity,recognition,level,1,real,1,13594,1
00000000-0000-0000-0000-000000000004-73,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:15:33.878853+00:00,real-fvg-005,FVG,recognition,zone,2,real,1,26182,1
00000000-0000-0000-0000-000000000004-74,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:15:58.640891+00:00,fvg-005,FVG,recognition,zone,3,constructed,1,19762,1
00000000-0000-0000-0000-000000000004-75,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:16:29.838838+00:00,fvg-resp-002,FVG,recognition,choice,1,constructed,1,26197,1
00000000-0000-0000-0000-000000000004-76,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:16:57.124513+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,1,22285,1
00000000-0000-0000-0000-000000000004-77,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:17:09.370857+00:00,liq-001,Liquidity,recognition,level,1,constructed,1,7246,1
00000000-0000-0000-0000-000000000004-78,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:17:27.948378+00:00,real-mss-008,MSS,recognition,level,1,real,1,13577,1
00000000-0000-0000-0000-000000000004-79,00000000-0000-0000-0000-000000000004,s-4-8,2026-09-09T02:17:37.487438+00:00,ifvg-001,IFVG,recognition,zone,1,constructed,1,4539,1
00000000-0000-0000-0000-000000000004-80,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:51:52.296843+00:00,liq-005,Liquidity,recognition,level,3,constructed,1,6196,1
00000000-0000-0000-0000-000000000004-81,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:52:12.448864+00:00,real-mss-005,MSS,recognition,level,2,real,1,15152,1
00000000-0000-0000-0000-000000000004-82,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:52:31.279558+00:00,ifvg-001,IFVG,recognition,zone,1,constructed,1,13830,1
00000000-0000-0000-0000-000000000004-83,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:52:53.597729+00:00,fvg-resp-003,FVG,recognition,choice,2,constructed,1,17318,1
00000000-0000-0000-0000-000000000004-84,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:53:07.827733+00:00,mss-001,MSS,recognition,level,1,constructed,1,9230,1
00000000-0000-0000-0000-000000000004-85,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:53:21.861374+00:00,real-mss-006,MSS,recognition,level,3,real,0,9033,1
00000000-0000-0000-0000-000000000004-86,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:53:39.981082+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,13119,1
00000000-0000-0000-0000-000000000004-87,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:54:15.344890+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,30363,1
00000000-0000-0000-0000-000000000004-88,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:54:35.232908+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,14888,1
00000000-0000-0000-0000-000000000004-89,00000000-0000-0000-0000-000000000004,s-4-9,2026-09-10T16:54:55.911867+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,15678,1
00000000-0000-0000-0000-000000000004-90,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:29:57.734263+00:00,liq-001,Liquidity,recognition,level,1,constructed,1,16423,1
00000000-0000-0000-0000-000000000004-91,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:30:11.488881+00:00,real-liq-002,Liquidity,recognition,level,2,real,0,8754,1
00000000-0000-0000-0000-000000000004-92,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:30:26.101763+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,9612,1
00000000-0000-0000-0000-000000000004-93,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:30:40.611670+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,9509,1
00000000-0000-0000-0000-000000000004-94,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:31:04.013628+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,18401,1
00000000-0000-0000-0000-000000000004-95,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:31:30.266599+00:00,real-mss-009,MSS,recognition,level,2,real,1,21252,1
00000000-0000-0000-0000-000000000004-96,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:31:48.881729+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,13615,1
00000000-0000-0000-0000-000000000004-97,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:32:09.486507+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,15604,1
00000000-0000-0000-0000-000000000004-98,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:32:24.289501+00:00,real-liq-004,Liquidity,recognition,level,1,real,1,9802,1
00000000-0000-0000-0000-000000000004-99,00000000-0000-0000-0000-000000000004,s-4-10,2026-09-11T12:32:41.161370+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,11871,1
00000000-0000-0000-0000-000000000005-0,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:52:23.078854+00:00,liq-004,Liquidity,recognition,level,2,constructed,0,7647,1
00000000-0000-0000-0000-000000000005-1,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:52:39.211360+00:00,real-liq-003,Liquidity,recognition,level,3,real,0,11132,1
00000000-0000-0000-0000-000000000005-2,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:52:58.209274+00:00,real-mss-010,MSS,recognition,level,3,real,0,13997,1
00000000-0000-0000-0000-000000000005-3,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:53:14.215696+00:00,fvg-resp-004,FVG,recognition,choice,2,constructed,0,11006,1
00000000-0000-0000-0000-000000000005-4,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:53:34.651275+00:00,ifvg-002,IFVG,recognition,zone,1,constructed,1,15435,1
00000000-0000-0000-0000-000000000005-5,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:53:57.720818+00:00,real-mss-003,MSS,recognition,level,3,real,0,18069,1
00000000-0000-0000-0000-000000000005-6,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:54:16.705900+00:00,real-liq-007,Liquidity,recognition,level,1,real,0,13985,1
00000000-0000-0000-0000-000000000005-7,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:54:37.287630+00:00,real-fvg-009,FVG,recognition,zone,3,real,0,15581,1
00000000-0000-0000-0000-000000000005-8,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:54:56.481597+00:00,liq-003,Liquidity,recognition,level,2,constructed,0,14193,1
00000000-0000-0000-0000-000000000005-9,00000000-0000-0000-0000-000000000005,s-5-1,2026-09-03T09:55:17.425021+00:00,real-liq-007,Liquidity,recognition,level,1,real,0,15943,1
00000000-0000-0000-0000-000000000005-10,00000000-0000-0000-0000-000000000005,s-5-2,2026-09-04T03:40:39.711226+00:00,real-liq-006,Liquidity,recognition,level,3,real,0,12826,1
